Sentence#,Word,Tag;
,со,O;
,стороны,O;
,Китайской,B-NORP;
,Ассоциации,B-ORG;
,Индустрии,I-ORG;
,Программного,I-ORG;
,Обеспечения,I-ORG;
,Вице-президент,B-PER;
,Tang Zhenming,B-PER;
372,Рособоронэкспорт,B-ORG;
,подписал,O;
,первый,O;
,экспортный,O;
,контракт,B-LAW;
,на,O;
,поставку,O;
,вертолетов,B-PRODUCT;
,МИ-38Т,B-PRODUCT;
,АО,B-ORG;
373,'Рособоронэкспорт',I-ORG;
,(входит,O;
,в,O;
,Госкорпорацию,O;
,Ростех),B-ORG;
,подписало,O;
,первый,O;
,внешнеторговый,O;
,контракт,B-LAW;
,на,O;
,поставку,O;
,иностранному,O;
,заказчику,O;
,многоцелевых,O;
,вертолетов,B-PRODUCT;
,среднего,O;
,класса,O;
,Ми-38Т,B-PRODUCT;
,производства,O;
,Казанского,B-GPE;
,вертолетного,B-FAC;
,завода,I-FAC;
,входящего,O;
,в,O;
,АО,B-ORG;
,Вертолеты России,I-ORG;
,Госкорпорации,O;
,Ростех.,B-ORG;
374,ОО,B-ORG;
,'Антей',I-ORG;
,ПАО,B-ORG;
,Находкинский судостроительный завод,I-ORG;
,и,O;
,АНО,B-ORG;
,АПИ,I-ORG;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,реализации...,O;
,договор,B-LAW;
,заключенный,O;
,между,O;
,ООО,O;
,'НефтеГазИндустрия',B-ORG;
,и,O;
,ПАО,B-ORG;
,'НК,I-ORG;
,'Роснефть',I-ORG;
,о,O;
,поставках,O;
,нефти,O;
,от,O;
,24.06.2016,B-DATE;
,№,O;
,100016,O;
,/,O;
,05346Д,O;
,со,O;
,всеми,O;
,приложениями,O;
,и,O;
,дополнительными,O;
,соглашениями;
375,Как,O;
,следует,O;
,из,O;
,материалов,O;
,дела,O;
,между,O;
,АО,B-ORG;
,'ТПК,I-ORG;
,'Союз',I-ORG;
,(покупатель),O;
,и,O;
,ПАО,B-ORG;
,'Северсталь',I-ORG;
,(поставщик),O;
,28.05.2013,B-DATE;
,заключен,O;
,договор,B-LAW;
,поставки,O;
,металлопродукции..,B-PRODUCT;
376,ЛУКОЙЛ,B-ORG;
,КазМунайГаз,B-ORG;
,ЛУКОЙЛ,B-ORG;
,и,O;
,договорились,O;
,о,O;
,совместных,O;
,исследованиях,O;
,недр,O;
,в,O;
,Казахстане,B-GPE;
,Алматы,B-GPE;
,В,O;
,президент,O;
,ПАО,B-ORG;
,'ЛУКОЙЛ',I-ORG;
,Вагит Алекперов,B-PER;
,и,O;
,председатель,O;
,правления,O;
,АО,B-ORG;
,НК,I-ORG;
,'КазМунайГаз',B-ORG;
,Алик Айдарбаев,B-PER;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,совместных,O;
,исследованиях,O;
,недр.,O;
377,'Газпром',B-ORG;
,готов,O;
,к,O;
,началу,O;
,поставок,O;
,газа,O;
,в,O;
,Китайскую Народную Республику,B-GPE;
,отрапортовал,O;
,председатель,B-PER;
,правления,I-PER;
,Алексей Миллер,B-PER;
,с,O;
,компрессорной,B-FAC;
,станции,I-FAC;
,(КС),B-FAC;
,'Атаманская',B-FAC;
,'Зейская')..,B-FAC;
,называлась,O;
,(на,O;
,этапе,O;
,строительства,O;
,Подписи,O;
,под,O;
,документом,O;
,поставили,O;
,председатель,B-PER;
,Совета,I-PER;
,директоров,I-PER;
,ПАО,B-ORG;
,'ЧТПЗ',I-ORG;
,Андрей Комаров,B-PER;
,и,O;
,Президент,B-PER;
,компании,I-PER;
,Lamar,B-ORG;
378,доктор,B-PER;
,Лина Нардин,B-PER;
379,Напомним,O;
,что,O;
,в,O;
,2013,B-DATE;
,году,I-DATE;
,между,O;
,ЛТК,O;
,Свободный сокол,B-ORG;
,и,O;
,Липецкой,B-ORG;
,энергосбытовой,I-ORG;
,компанией,I-ORG;
,(ЛЭСК),B-ORG;
,был,O;
,подписан,O;
,договор,B-LAW;
,на,O;
,поставку,O;
,электроэнергии.,B-PRODUCT;
380,АО,B-ORG;
,'Гипроцветмет',I-ORG;
,корпорации,O;
,'Ростех',B-ORG;
,Африканский,B-GPE;
,экспортно-импортный,B-ORG;
,банк,I-ORG;
,(Афрэксимбанк),B-ORG;
,группа,O;
,Ви Холдинг,B-ORG;
,и,O;
,РЭЦ,B-ORG;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,создании,O;
,межгосударственной,O;
,платформы,O;
,для,O;
,реализации,O;
,горнорудных,O;
,проектов,O;
,в,O;
,Африке.,B-GPE;
381,Договоры,O;
,поставки,O;
,заключенные,O;
,ООО,B-ORG;
,'Монолит-торг',I-ORG;
,и,O;
,ООО,B-ORG;
,'Фемида',I-ORG;
,с,O;
,поставщиками,O;
,продовольственных,B-PRODUCT;
,товаров,I-PRODUCT;
,были,O;
,проанализированы,O;
,на,O;
,предмет,O;
,соблюдения,O;
,требований,O;
,статей,B-LAW;
,9,O;
,и,O;
,13,O;
,Федерального,B-LAW;
,закона,I-LAW;
,от,O;
,28.12.2009,B-DATE;
,№ 381-ФЗ,O;
382,Нефтегазовая,B-PRODUCT;
,компания,O;
,'Итера',B-ORG;
,(дочерняя,O;
,компания,O;
,'Роснефти'),B-ORG;
,и,O;
,НПК,B-ORG;
,'Уралвагонзавод',I-ORG;
,заключили,O;
,договор,B-LAW;
,поставки,O;
,газа,B-PRODUCT;
,на,O;
,10,B-DATE;
,лет.,I-DATE;
,Свои,O;
,подписи,O;
,под,O;
,документом,O;
,поставили,O;
,тамбовский,B-NORP;
,губернатор,B-PER;
,Александр Никитин,B-PER;
,и,O;
,гендиректор,B-PER;
,Госкорпорации,B-ORG;
,'Ростех',I-ORG;
,Сергей Чемезов,B-PER;
383,До,O;
,этого,O;
,времени,O;
,только,O;
,закупки,O;
,газа,B-PRODUCT;
,у,O;
,'Газпрома',B-ORG;
,покрывались,O;
,похожим,O;
,но,O;
,невыгодным,O;
,для,O;
,Украины,B-GPE;
,и,O;
,выгодным,O;
,для,O;
,России,B-GPE;
,принципом,O;
,бери или плати,O;
,прокомментировал,O;
,этот,O;
,договор,B-LAW;
,исполнительный,B-PER;
,директор,I-PER;
,'Нафтогаза',B-ORG;
,Юрий Витренко,B-PER;
384,Глава,O;
,'Газпрома',B-ORG;,I-LOC
,Алексей Миллер,B-PER;
,9 сентября 2018,B-DATE;
,в,O;
,интервью,O;
,государственному,B-ORG;
,информагентству,I-ORG;
,Туркмении,B-GPE;
,ТДХ,B-ORG;
,Мы,O;
,хорошо,O;
,знаем,O;
,большие,O;
,возможности,O;
,Туркменистана,B-GPE;
,и,O;
,в,O;
,то,O;
,же,O;
,время,O;
,видим,O;
,растущие,O;
,рынки,O;
,на,O;
,которые,O;
,традиционно,O;
,поставляется,O;
,газ.,B-PRODUCT;
385,В,O;
,банке,O;
,'Ассоциация',B-ORG;
,внедрена,O;
,комплексная,O;
,система,O;
,мониторинга,O;
,IT-инфраструктуры,O;
,Системный,O;
,интегратор,O;
,'Сонет',B-PRODUCT;
,и,O;
,сервисный,O;
,IT-дистрибутор,O;
,Axoft,B-PRODUCT;
,внедрили,O;
,Axoft,B-ORG;
,SolarWinds Netflow Analyzer Traffic,B-PRODUCT;
,в,O;
,АО,B-ORG;
,КБ,I-ORG;
,'Ассоциация'..,B-ORG;
386,Группа,O;
,компаний,O;
,'ПРОТЕК',B-ORG;
,и,O;
,НП,B-ORG;
,'ХимРар',I-ORG;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,стратегическом,O;
,партнерстве...,O;
387,Роснефтефлот',B-ORG;
,оператор,O;
,морского,O;
,и,O;
,речного,O;
,флота,O;
,НК,B-ORG;
,'Роснефть',I-ORG;
,заключил,O;
,однолетний,O;
,договор,B-LAW;
,с,O;
,группой,O;
,компаний,O;
,'Совкомфлот',B-ORG;
,на,O;
,оказание,O;
,буксирных,O;
,услуг,O;
,в,O;
,Морском,B-FAC;
,торговом,I-FAC;
,порту,I-FAC;
,Усть-Луга..,B-GPE;
388,'Роснефть',B-ORG;
,Тюменская область,B-GPE;
,XXIII,B-EVENT;
,Петербургского,I-EVENT;
,международного,I-EVENT;
,экономического,I-EVENT;
,форума,I-EVENT;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,а,O;
,также,O;
,дополнительное,O;
,соглашение,B-LAW;
,о,O;
,поддержке,O;
,социальных,O;
,проектов,O;
,региона.,O;
,ПАО,B-ORG;
,'НК,I-ORG;
,и,O;
,в,O;
,рамках,O;
389,В,O;
,г. Благовещенск,B-GPE;
,состоялась,O;
,рабочая,O;
,встреча,O;
,главы,B-PER;
,Газпрома,B-ORG;
,А.,B-PER;
, Миллера,I-PER;
,и,O;
,губернатора,B-PER;
,Амурской области,B-GPE;
,В.,B-PER;
,Орлова,B-PER;
390,ЦИТ,B-ORG;
,Вологодской,B-GPE;
, области,I-GPE;
,модернизировал ,O;
,систему,O;
,управления,O;
,сервисами,O;
,на,O;
,базе,O;
,решения Naumen,B-ORG;
,в,O;
,ЦИТ,B-ORG;
,Вологодской области ,B-GPE;
,позволило,O;
,объединить,O;
,исполнение,O;
,и,O;
,контроль,O;
,над,O;
,оказанием,O;
,ИТ,B-ORG;
,и,O;
,смежных,O;
,услуг,O;
,органам,O;
,исполнительной,O;
,государственной,O;
,власти,O;
,области,O;
,в,O;
,единой,O;
,системе,O;
,Кроме,O;
,этого,O;
,в,O;
,конце,O;
,марта,O;
,ПСБ,B-ORG;
,ввел,O;
,реструктуризацию,O;
,кредитов,B-MONEY;
,для,O;
,наших,O;
,клиентов,O;
,из,O;
,наиболее,O;
,пострадавших,O;
,отраслей,O;
,также,O;
,были,O;
,снижены,O;
,тарифы,B-MONEY;
,по,O;
,РКО,O;
,и,O;
,эквайринг,O;
,отметил,O;
,председатель,B-PER;
,ПАО ,B-ORG;
,'Промсвязьбанк',I-ORG;
,Петр ,B-PER;
,Фрадков,I-PER;
391,Чикаго,B-GPE;
, США,B-GPE;
,11:15,B-TIME;
,REGNUM,O;
,Американская,O;
,компания,O;
,Boeing,B-ORG;
,введёт,O;
,более,O;
,строгие,O;
,правила,O;
,разработки,O;
,и,O;
,тестирования,O;
,программного,O;
,обеспечения,O;
,для,O;
,своих,O;
,систем,O;
,после,O;
,неудачного,O;
,испытания,O;
,космического,B-PRODUCT;
,корабля,I-PRODUCT;
,Starliner,B-ORG;
,заявил,O;
,вице-президент,B-PER;
,Boeing,B-ORG;
,и,O;
,программный,B-PER;
,менеджер,I-PER;
,Starliner,B-ORG;
,Джон,B-PER;
,Малхолланд,I-PER;
392,16:40,B-TIME;
,28 Фев,B-DATE;
,Volkswagen,B-ORG;
,заключил,O;
,соглашение,B-LAW;
,о,O;
,компенсациях,O;
,потребителям,O;
,за,O;
,'дизельгейт',O;
,Автопроизводитель,O;
,Volkswagen,B-ORG;
,и,O;
,федерация,B-ORG;
,потребителей,I-ORG;
,Германии,B-GPE;
393,VZBV,B-ORG;
,достигли,O;
,'всеобъемлющего,O;
,соглашения',O;
,в,O;
,рамках,O;
,первого,O;
,в,O;
,своем,O;
,роде,O;
,коллективного,O;
,Я-то,O;
,понимал,O;
,что,O;
,произойдет,O;
,и,O;
,сразу,O;
,сказал,O;
,что,O;
,это,O;
,будет,O;
,жесткий,O;
,минус,O;
,для,O;
,Российской Федерации,B-GPE;
,заявил,O;
,вице-президент,B-PER;
,ЛУКОЙЛа,B-ORG;
,Леонид,B-PER;
, Федун,I-PER;
,оценив,O;
,потери,O;
,России,B-GPE;
,в,O;
,$100-150 млн,B-MONEY;
,в,O;
,день,O;
,и,O;
,предсказав,O;
,более,O;
,жесткую,O;
,ценовую,O;
,войну,O;
,на,O;
,рынке,O;
, чем,O;
,та,O;
,что,O;
,шла,O;
,в,O;
,2014 – 2016 годах,B-DATE;
394,Подписи,O;
,под,O;
,документом,O;
,в,O;
,рамках,O;
,Петербургского,B-EVENT;
,международного,I-EVENT;
,экономического,I-EVENT;
,форума,I-EVENT;
,поставили,O;
,Андрей,B-PER;
, Воробьев,I-PER;
,и,O;
,председатель,B-PER;
,правления,I-PER;
,ПАО,B-ORG;
, 'Газпром нефть',I-ORG;
,Александр,B-PER;
, Дюков,I-PER;
395,Новое ,O;
,предприятие,O;
,обеспечит,O;
,тиражирование,O;
,разработок,O;
,создаваемых,O;
,вместе,O;
,с,O;
,нашими,O;
,партнерами,O;
,благодаря,O;
,уникальной,O;
,экспертизе,O;
,в,O;
,области,O;
,цифровой,O;
,трансформации,O;
,крупных,O;
,промышленных,O;
,активов,O;
,заявил ,O;
,директор по цифровой трансформации,B-PER;
,'Газпром нефти',B-ORG;
,Андрей ,B-PER;
,Белевцев,I-PER;
396,Поздравление,O;
,председателя правления,B-PER;
,ПАО ,B-ORG;
,'Газпром нефть',I-ORG;
,Александра,B-PER;
, Дюкова,I-PER;
,по ,O;
,случаю,O;
,добычи,O;
,12-миллиардной,B-PRODUCT;
,тонны,I-PRODUCT;
,нефти,I-PRODUCT;
,в ,O;
,Югре,B-GPE;
397,Фактические ,O;
,обстоятельства,O;
, дела,O;
,свидетельствуют,O;
,о,O;
,том,O;
,что,O;
,18.10.2017,B-DATE;
,между,O;
,ООО ,B-ORG;
,'ТД 'АРМАТУРНЫЙ ЗАОД' ,I-ORG;
,(далее - поставщик),O;
, и,O;
,ООО,B-ORG;
, 'ГАЗПРОМ ДОБЫЧА УРЕНГОЙ' ,I-ORG;
,(покупатель),O;
,заключен,O;
,договор,B-LAW;
,поставки ,O;
, № 330 ,O;
,/ 26 / 2017 / КСИД / 42,O;
,по ,O;
,условиям,O;
, которого ,O;
,поставщик,O;
,обязуется,O;
,поставить,O;
,стальные,O;
,газовые ,B-PRODUCT;
,краны,I-PRODUCT;
,для,O;
,комплектации,O;
,объекта,O;
,'ДКС,B-FAC;
,сеноманской,B-LOC;
,залежи,I-LOC;
,Песцовой площади,B-GPE;
,Уренгойского НГКМ,B-ORG;
,(далее - Продукция),O;
,в,O;
,соответствии,O;
,с,O;
,прилагаемой,O;
,к,O;
,настоящему,O;
,договору,O;
,спецификацией № 1,O;
,(Приложение № 1),O;
,а,O;
,Покупатель,O;
,обязуется,O;
,принять,O;
,и,O;
,оплатить,O;
,Продукцию,O;
,в,O;
,соответствии,O;
,с,O;
,условиями,O;
,договора,O;
,Урегулировать,O;
,разногласия,O;
,общества,O;
,с,O;
,ограниченной,O;
,ответственностью,O;
,'Управляющая компания 'Степь',B-ORG;
,и,O;
,общества,O;
,с,O;
,ограниченной,O;
,ответственностью,O;
,'Газпром межрегионгаз Оренбург',B-ORG;
,при,O;
,заключении,O;
,договора,B-LAW;
,поставки,O;
,газа,O;
,№ 56-4-1039 / 19,O;
, от,O;
,20.09.2018,B-DATE;
, касающиеся,O;
,пунктов,O;
,2.1,O;
,2.3,O;
,3.1,O;
,6.1,O;
,6.3.1,O;
,11.1,O;
,11.4,O;
,11.8,O;
, в,O;
,следующем,O;
,порядке,O;
398,В,O;
,компании,O;
,также,O;
,сообщили,O;
,что,O;
,параллельно,O;
,глава,B-PER;
,'Газпрома',B-ORG;
,Алексей,B-PER;
, Миллер,B-PER;
,и,O;
,посол,B-PER;
,Белоруссии,B-GPE;
,в,O;
,России,B-GPE;
,Владимир,B-PER;
,Семашко,I-PER;
,подписали,O;
,протокол,O;
,между,O;
,'Газпромом',B-ORG;
,и,O;
,правительством,B-ORG;
,республики,I-ORG;
,о,O;
,порядке,O;
,формирования,O;
,цен,O;
,при,O;
,поставке,O;
,природного,B-PRODUCT;
,газа,I-PRODUCT;
,в,O;
,Белоруссию,B-GPE;
,в,O;
,январе и феврале 2020 года,B-DATE;
399,Разработано,O;
,программное ,O;
,обеспечение,O;
,для,O;
,взаимодействия,O;
,по,O;
,оплате,O;
,услуг,O;
,между,O;
,Банком,B-ORG;
,и,O;
,ГП,B-ORG;
, 'НК 'Кыргыз темир жолу',I-ORG;
,глава,B-PER;
,Роспотребнадзора,B-ORG;
,Анна ,B-PER;
,Попова,I-PER;
,Общество Роспотребнадзор,B-ORG;
,44,O;
,региона,B-GPE;
,могут,O;
,начать,O;
,снимать,O;
,ограничения,O;
,Больше,O;
,половины,O;
,из,O;
,85,O;
,регионов,B-GPE;
,России ,B-GPE;
,могут,O;
,в,O;
,ближайшие,O;
,дни,O;
,приступить,O;
,к,O;
,первому ,O;
,этапу,O;
,снятия,O;
,ограничений,O;
,введенных,O;
,из-за,O;
,пандемии,O;
,коронавируса,B-PER;
, COVID-19,I-PER;
,сообщила,O;
,глава,B-PER;
,Роспотребнадзора,B-ORG;
,Анна ,B-PER;
,Попова,I-PER;
400,Рогозин,B-PER;
,счел,O;
,свое,O;
,заявление,O;
,про,O;
,батут,O;
,спасением ,O;
,космической,O;
,отрасли,O;
,России,B-GPE;
,Глава,B-PER;
,'Роскосмоса',B-ORG;
,Дмитрий,B-PER;
, Рогозин,I-PER;
,считает,O;
,что,O;
,его,O;
,заявление,O;
,про,O;
,батут,O;
,на,O;
,котором,O;
,в,O;
,случае,O;
,введения,O;
,санкций,O;
,против,O;
, России,B-GPE;
,будут,O;
,летать,O;
,в,O;
,космос,O;
,американцы,B-NORP;
,спасло ,O;
,отечественную,O;
,космическую,O;
,отрасль,O;
401,Структура,O;
,АФК ,B-ORG;
,'Система',I-ORG;
,ЗАО ,B-ORG;
,'РТИ-Микроэлектроника',I-ORG;
,госкорпорация,O;
,'Ростех',B-ORG;
,и,O;
,ее,O;
,'дочка' ,O;
,'Росэлектроника',B-ORG;
,заключили,O;
,юридически,O;
,обязывающее,O;
,соглашение,B-LAW;
,предусматривающее,O;
,создание,O;
,объединенной ,O;
,компании,O;
,в,O;
,сфере,O;
,микроэлектронной,O;
,компонентной,O;
,базы,O;
,говорится ,O;
,в ,O;
,сообщении,O;
,компаний,O;
,поступившем,O;
,в,O;
,РБК,B-ORG;
402,Глава,B-PER;
,Роскосмоса,B-ORG;
,строительство,O;
,космодрома,O;
,Восточный,B-ORG;
,идёт ,O;
,по,O;
,графику,O;
,Генеральный директор,B-PER;
,Роскосмоса,B-ORG;
,Дмитрий,B-PER;
, Рогозин,I-PER;
,доложил,O;
,Президенту,B-PER;
,России,B-GPE;
,Владимиру,B-PER;
,Путину,I-PER;
,о,O;
,ходе,O;
,строительства,O;
,второй,O;
,очереди,O;
,космодрома,O;
,Восточный,B-ORG;
, расположенного,O;
,на,O;
,Дальнем Востоке,B-GPE;
,в,O;
,Амурской области,B-GPE;
403,В,O;
,России,B-GPE;
,не,O;
,сбылись,O;
,'страшные',O;
,сценарии ,O;
,развития,O;
,эпидемии,O;
,коронавируса,O;
,Во,O;
,время,O;
,борьбы,O;
,с,O;
,COVID-19,B-PER;
,в,O;
,России,B-GPE;
,получилось,O;
,не,O;
,допустить,O;
,перегрузки,O;
,системы,O;
,здравоохранения,O;
,заявила,O;
,глава,B-PER;
,Роспотребнадзора,B-ORG;
,Анна ,B-PER;
,Попова,I-PER;
,в,O;
,эфире,O;
,передачи,O;
,'Воскресный вечер с Владимиром Соловьевым',B-PER;
,на,O;
, телеканале,O;
,'Россия 1',B-PER;
404,В,O;
,России,B-GPE;
,стартовали,O;
,госиспытания ,O;
,самого ,O;
,самого,O;
,тяжелого,O;
,вертолета,B-PRODUCT;
,в,O;
,мире ,O;
,Начались,O;
,государственные,O;
,совместные ,O;
,испытания (ГСИ),O;
,самого,O;
,тяжелого,O;
, в,O;
,мире,O;
,вертолета,B-PRODUCT;
,Ми-26Т2В,I-PRODUCT;
,они,O;
,завершатся,O;
,к концу 2020 года,B-DATE;
,сообщил,O;
, гендиректор,B-PER;
, холдинга,O;
,'Вертолеты России',B-ORG;
,гендиректор,B-PER;
,Андрей ,B-PER;
,Богинский,I-PER;
,Об,O;
, этом,O;
,сообщила,O;
,глава,B-PER;
,Роспотребнадзора,B-ORG;
,Анна ,B-PER;
, Попова,I-PER;
405,Роскосмос,B-ORG;
,Роскосмоса,B-ORG;
,Дмитрий Рогозин,B-PER;
, Россия,B-GPE;
,пообещал не допустить,O;
,приватизации,B-MONEY;
,Приватизация,B-MONEY;
,Луны,B-LOC;
,праву,B-LAW;
,глава,B-PER;
,Глава,B-PER;
,госкорпорации 'Ростех',B-ORG;
,Сергей Чемезов,B-PER;
,и,O;
,генеральный директор,B-PER;
,ПАО 'КамАЗ',B-ORG;
,Сергей Когогин,B-PER;
,13 декабря 2019 года,B-TIME;
,провели,O;
,встречу,B-EVENT;
,встречу,B-EVENT;
,с,O;
,Президентом России Владимиром Путиным,B-PER;
406,X-Com,B-ORG;
,расширяет ассортимент,O;
,СКС-оборудования,B-PRODUCT;
,X-Com,B-ORG;
,подписала партнерское соглашение,B-LAW;
,с ,O;
,компанией 'Новые Технологии',B-ORG;
,российским,B-NORP;
,производителем,O;
,металло-корпусных изделий,B-PRODUCT;
,под торговой маркой,O;
,'NT',B-PRODUCT;
407,Банк 'Оранжевый',B-ORG;
,внедрил в систему безопасности,O;
,новые программные продукты,B-PRODUCT;
,Банк 'Оранжевый',B-ORG;
408,По словам ,O;
,генерального директора,B-PER;
,ГК 'Молвест',B-ORG;
,Анатолия Лосева,B-PER;
,молочный комплекс,B-FAC;
,Мамоновке,B-GPE;
,компании,B-ORG;
,сыр,B-PRODUCT;
,одельного завода в городе ,O;
,Калач,B-GPE;
409,В ,O;
,2017 году ,B-TIME;
,Яндекс,B-ORG;
,совместно с,O;
,Банком России,B-ORG;
,Яндекс,B-ORG;
,сайтов,O;
,микрофинансовых организаций,B-ORG;
,подрядчиков,B-PER;
,генеральный директор,B-PER;
410,АО 'КРПК',B-ORG;
,Алексей Бураков,B-PER;
,'Норбит',B-ORG;
,Segezha Group С,B-ORG;
,автоматизировал клиентский сервис в,O;
,помощью разработанного,O;
,компанией 'Личного кабинета клиента',B-ORG;
,контрагенты,B-PER;
,Segezha Group,B-ORG;
,продукции,B-PRODUCT;
,Ранее ,B-TIME;
,глава,B-PER;
,'Газпрома',B-ORG;
,Алексей Миллер,B-PER;
,'Сила Сибири',B-ORG;
,Китай,B-GPE;
,с 1 декабря 2019 года,B-TIME;
,от 21 ноября 2018 года,B-TIME;
,ОАО 'РЖД',B-ORG;
,сумму,B-MONEY;
,председатель правления,B-PER;
,Олег Белозеров,B-PER;
,ОАО РЖД,B-ORG;
,Песков,B-PER;
,Кудрина,B-PER;
,Пресс-секретарь президента,B-PER;
,Дмитрий Песков,B-PER;
,председателя Счетной палаты Алексея Кудрина,B-PER;
,России,B-GPE;
,Аристек Системс Белорусская компания 'Аристек Системс' ,B-ORG;
411,в 2013 году,B-DATE;
,торговля и транспорт,B-PRODUCT;
,Роспотребнадзор,B-ORG;
,Специалисты ,B-PER;
,Роспотребнадзора,B-ORG;
,'Пулково',B-ORG;
,SAP,B-PER;
,Управляющая компания,B-ORG;
,Пулково,B-GPE;
,'Воздушные Ворота Северной Столицы' (ВВСС),B-ORG;
,к маю 2020 года,B-DATE;
,Роспотребнадзор,B-ORG;
,Роспотребнадзор,B-ORG;
,глава Роспотребнадзора Анна Попова ,B-PER;
,Роспотребнадзора,B-ORG;
,Анна Попова ,B-PER;
,Глава,B-PER;
,Роспотребнадзора,B-ORG;
,беспилотного транспорта,B-PRODUCT;
,России,B-GPE;
,исполнительный директор,B-PER;
,госкорпорации 'Ростех',B-ORG;
,Олег Евтушенко,B-PER;
,'Газпром',B-ORG;
,Украина ,B-GPE;
,мировое соглашение,B-LAW;
,'Газпром',B-ORG;
,мировое соглашение,B-LAW;
,Киевом,B-GPE;
,2019 года,B-DATE;
,России,B-GPE;
,генеральный директор РВК Александр Повалко,B-PER;
,России,B-GPE;
,рынке,B-MONEY;
,РВК,B-ORG;
,экономике,B-MONEY;
,Москве,B-GPE;
,главу,B-PER;
,Российской венчурной компании ,B-ORG;
,Гендиректор РВК Александр Повалко,B-PER;
,48 часов,B-TIME;
,Мексика,B-GPE;
,вертолетов,B-PRODUCT;
,России,B-GPE;
,Мексика,B-GPE;
,России,B-GPE;
,вертолетов,B-PRODUCT;
,глава МИД Сергей Лавров,B-PER;
,министром иностранных дел,B-PER;
,Мексики,B-GPE;
,Марсело Луисом Эбрардом,B-PER;
,Кудрин ,B-PER;
,Путина,B-PER;
,налоги,B-MONEY;
,IT-сфере,B-ORG;
,Глава Счетной палаты Алексей Кудрин,B-PER;
,президента России Владимира Путина ,B-PER;
,налоги,B-MONEY;
,IT-сфере,B-ORG;
,деньги,B-MONEY;
,глава РВК,B-PER;
,Глава Российской венчурной компании Александр Повалко,B-PER;
,инвестицию,B-MONEY;
,РВК,B-ORG;
,год,B-DATE;
,оружие,B-PRODUCT;
,Армия,B-ORG;
,Россия,B-GPE;
,танки,B-PRODUCT;
,'Армата',B-ORG;
,Россия,B-GPE;
,танк,B-PRODUCT;
, Т-14,B-PRODUCT;
,'Армата',B-PER;
,директор Федеральной службы,B-PER;
,'Армата',B-ORG;
,Дмитрий Шугаев,B-PER;
412,Документ,O;
,подписали,O;
,первый,O;
,заместитель,B-PER;
,главы,I-PER;
,Администрации,B-ORG;
,Ненецкого,B-GPE;
,автономного,I-GPE;
,округа,I-GPE;
,Евгений,B-PER;
,Алексеев,I-PER;
,Генеральный,B-PER;
,директор,I-PER;
,ФГУП,B-ORG;
,'Росморпорт',I-ORG;
,Андрей,B-PER;
,Тарасенко,I-PER;
,и,O;
,Генеральный,B-PER;
,директор,I-PER;
,ОАО,B-ORG;
,'Ненецкая,I-ORG;
,нефтяная,I-ORG;
,компания',I-ORG;
,Владимир,B-PER;
,Хвиюзов,I-PER;
413,Подписи,O;
,под,O;
,соглашением,O;
,сегодня,B-DATE;
,поставили,O;
,глава,B-PER;
,НАО,B-ORG;
,Александр,B-PER;
,Цыбульский,I-PER;
,и,O;
,генеральный,B-PER;
,директор,I-PER;
,Госкорпорации,B-ORG;
,'Росатом',I-ORG;
,Алексей,B-PER;
,Лихачёв,I-PER;
414,Узбекистанский,B-NORP;
,'Народный,B-ORG;
,банк',I-ORG;
,выбрал,O;
,Finastra,B-ORG;
,для,O;
,трансформации,O;
,управления,O;
,рисками,O;
,'Народный,B-ORG;
,банк',I-ORG;
,крупнейший,O;
,акционерный,B-ORG;
,коммерческий,I-ORG;
,банк,I-ORG;
,в,O;
,Узбекистане,B-GPE;
,внедряет,O;
,систему,O;
,по,O;
,управлению,O;
,рисками,O;
,Finastra,B-PRODUCT;
,Fusion,I-PRODUCT;
,Risk,I-PRODUCT;
415,13:55,B-TIME;
,31,B-DATE;
,Май,I-DATE;,O
,Попова,B-PER;
,рассказала,O;
,об,O;
,ограничениях,O;
,для,O;
,отдыхающих,O;
,на,O;
,пляже,B-LOC;
,Отдыхающим,O;
,на,O;
,пляже,B-LOC;
,россиянам,B-NORP;
,не,O;
,нужно,O;
,будет,O;
,носить,O;
,маски,B-PRODUCT;
,но,O;
,нужно,O;
,будет,O;
,соблюдать,O;
,социальную,O;
,дистанцию,O;
,сообщила,O;
,глава,B-PER;
,Роспотребнадзора,B-ORG;
,Анна,B-PER;
,Попова,I-PER;
,Ранее,B-DATE;
,депутат,B-PER;
,закса,B-ORG;
,Борис,B-PER;
,Вишневский,I-PER;
,обратился,O;
,к,O;
,губернатору,B-PER;
,Петербурга,B-GPE;
,Александру,B-PER;
,Беглову,I-PER;
,и,O;
,гендиректору,B-PER;
,'Росатома',I-ORG;
,Алексею,B-PER;
,Лихачеву,I-PER;
,с,O;
,просьбой,O;
,предотвратить,O;
,заход,O;
,и,O;
,разгрузку,O;
,судна,B-PRODUCT;
,в,O;
,порту,B-FAC;
,Санкт,B-GPE;
,Петербурга,I-GPE;
416,Правоохранители,B-PER;
,установили,O;
,что,O;
,в,O;
,сентябре,B-DATE;
,прошлого,I-DATE;
,года,I-DATE;
,исполком,B-PER;
,Лебяжинского,B-GPE;
